REF_AREA,Country,Measure,UNIT_MEASURE,Unit of measure,Age,Sex,Education,Domain,Year,OBS_VALUE
IRL,Ireland,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,Total,Health,2007,85.45
SVK,Slovak Republic,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,Total,Health,2007,7.7
SVK,Slovak Republic,Perceived health as positive,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,Total,Health,2007,52.9
CAN,Canada,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,Total,Health,2007,88.7
FIN,Finland,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,Total,Health,2007,36.4
LTU,Lithuania,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,Secondary education,Health,2007,50.7
DNK,Denmark,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,Total,Health,2007,78.2
NOR,Norway,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,Total,Health,2007,74.2
BEL,Belgium,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,Total,Health,2007,77.4
EST,Estonia,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,Total,Health,2007,13.3
EST,Estonia,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,Primary education,Health,2007,44.6
HUN,Hungary,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,Primary education,Health,2007,33.1
USA,United States,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,Secondary education,Health,2007,84.6
GRC,Greece,Perceived health as positive,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,Total,Health,2007,76.6
